product_name,product_url,category,images_count,local_files
"Шокер K90 red",https://paralizator.com.ua/shoker-k90-red,"Женские электрошокеры",5,"data/images_original/image/catalog/fototovarov/zhenskie/k90-red/shoker-pomada-k90-red-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/k90-red/shoker-pomada-k90-red-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/k90-red/shoker-pomada-k90-red-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/k90-red/shoker-pomada-k90-red-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/k90-red/shoker-pomada-k90-red-6.jpg"
"Электрошокер ОСА 1002",https://paralizator.com.ua/shoker-osa-1002,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1002/shoker-osa-1002-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1002/shoker-osa-1002-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1002/shoker-osa-1002-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1002/shoker-osa-1002-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1002/shoker-osa-1002-5.jpg"
"Шокер дубинка ОСА 1118 Police",https://paralizator.com.ua/shoker-osa-1118,"Дубинки электрошокеры",5,"data/images_original/image/catalog/fototovarov/dubinki/1118/shoker-1118-police-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118/shoker-1118-police-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118/shoker-1118-police-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118/shoker-1118-police-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118/shoker-1118-police-5.jpg"
"Шокер ОСА 1118B Police",https://paralizator.com.ua/shoker-osa-1118b,"Дубинки электрошокеры",5,"data/images_original/image/catalog/fototovarov/dubinki/1118b/shoker-1118b-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118b/shoker-1118b-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118b/shoker-1118b-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118b/shoker-1118b-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/1118b/shoker-1118b-5.jpg"
"Шокер губная помада 1202",https://paralizator.com.ua/shoker-osa-1202-black,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/1202-blek/shoker-pomada-1202-black-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blek/shoker-pomada-1202-black-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blek/shoker-pomada-1202-black-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blek/shoker-pomada-1202-black-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blek/shoker-pomada-1202-black-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blek/shoker-pomada-1202-black-6.jpg"
"Шокер 1202 Type Self Defensive Flashlight",https://paralizator.com.ua/shoker-osa-1202-pink,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/1202-pink/shoker-pomada-1202-pink-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-pink/shoker-pomada-1202-pink-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-pink/shoker-pomada-1202-pink-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-pink/shoker-pomada-1202-pink-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-pink/shoker-pomada-1202-pink-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-pink/shoker-pomada-1202-pink-6.jpg"
"Шокер ОСА 811",https://paralizator.com.ua/shoker-osa-811,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-8.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/811/shoker-osa-811-type-9.jpg"
"Шокер ОСА 958",https://paralizator.com.ua/shoker-osa-958,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/958/shoker-osa-958-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/958/shoker-osa-958-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/958/shoker-osa-958-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/958/shoker-osa-958-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/958/shoker-osa-958-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/958/shoker-osa-958-6.jpg"
"Шокер T1908",https://paralizator.com.ua/shoker-t1908,"Фонарики электрошокеры",7,"data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-6.jpg | data/images_original/image/catalog/fototovarov/fonariki/1908/shoker-t1908-7.jpg"
"Шокер TK158",https://paralizator.com.ua/shoker-tk158,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/tk158/shoker-tk158-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/tk158/shoker-tk158-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/tk158/shoker-tk158-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/tk158/shoker-tk158-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/tk158/shoker-tk158-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/tk158/shoker-tk158-6.jpg"
"Шокер TW-1102",https://paralizator.com.ua/shoker-tw-1102,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/tw1102/shoker-tw-1102-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/tw1102/shoker-tw-1102-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/tw1102/shoker-tw-1102-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/tw1102/shoker-tw-1102-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/tw1102/shoker-tw-1102-5.jpg"
"Шокер TW-1602",https://paralizator.com.ua/shoker-tw-1602,"Женские электрошокеры",5,"data/images_original/image/catalog/fototovarov/zhenskie/1602/1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1602/2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1602/3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1602/4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1602/5.jpg"
"Шокер TW-1701",https://paralizator.com.ua/shoker-tw-1701,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/1701/shoker-tw-1701-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1701/shoker-tw-1701-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1701/shoker-tw-1701-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1701/shoker-tw-1701-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1701/shoker-tw-1701-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1701/shoker-tw-1701-6.jpg"
"Шокер брелок TW-1801",https://paralizator.com.ua/shoker-tw-1801,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/1801/shoker-tw-1801-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1801/shoker-tw-1801-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1801/shoker-tw-1801-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1801/shoker-tw-1801-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1801/shoker-tw-1801-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1801/shoker-tw-1801-6.jpg"
"Шокер TW-1803",https://paralizator.com.ua/shoker-tw-1803,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/1803/shoker-tw-1803-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1803/shoker-tw-1803-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1803/shoker-tw-1803-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1803/shoker-tw-1803-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1803/shoker-tw-1803-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1803/shoker-tw-1803-6.jpg"
"Шокер TW-1901",https://paralizator.com.ua/shoker-tw-1901,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1901/elektroshoker-tw-1901-7.jpg"
"Шокер помада TW-328 розовый",https://paralizator.com.ua/shoker-tw-328,"Женские электрошокеры",5,"data/images_original/image/catalog/fototovarov/zhenskie/328/shoker-tw328-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/328/shoker-tw328-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/328/shoker-tw328-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/328/shoker-tw328-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/328/shoker-tw328-5.jpg"
"Шокер TW-398",https://paralizator.com.ua/shoker-tw-398,"Классические электрошокеры",5,"data/images_original/image/catalog/fototovarov/klassicheskie/398/shoker-tw-398-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/398/shoker-tw-398-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/398/shoker-tw-398-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/398/shoker-tw-398-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/398/shoker-tw-398-5.jpg"
"Шокер WS-1203 Type",https://paralizator.com.ua/shoker-ws-1203,"Классические электрошокеры",5,"data/images_original/image/catalog/fototovarov/klassicheskie/1203/shoker-ws-1203-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1203/shoker-ws-1203-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1203/shoker-ws-1203-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1203/shoker-ws-1203-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1203/shoker-ws-1203-5.jpg"
"Шокер BL X6 Prime",https://paralizator.com.ua/shoker-x6-prime,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/x6-prime/shoker-x6-prime-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/x6-prime/shoker-x6-prime-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/x6-prime/shoker-x6-prime-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/x6-prime/shoker-x6-prime-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/x6-prime/shoker-x6-prime-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/x6-prime/shoker-x6-prime-6.jpg"
"Шокер X8 Gold Premium",https://paralizator.com.ua/shoker-x8-gold-premium,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/x8gold/shoker-x8-gold-premium-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/x8gold/shoker-x8-gold-premium-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/x8gold/shoker-x8-gold-premium-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/x8gold/shoker-x8-gold-premium-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/x8gold/shoker-x8-gold-premium-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/x8gold/shoker-x8-gold-premium-6.jpg"
"Стреляющий шокер Phazzer A1",https://paralizator.com.ua/strelyayushchiy-elektroshoker-phazzer-a1,"Стреляющие электрошокеры",6,"data/images_original/image/catalog/fototovarov/streljajuschie/taser-a1/elektroshoker-phazzer-a1.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser-a1/elektroshoker-phazzer-a1-2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser-a1/elektroshoker-phazzer-a1-3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser-a1/elektroshoker-phazzer-a1-4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser-a1/elektroshoker-phazzer-a1-5.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser-a1/elektroshoker-phazzer-a1-6.jpg"
"Многозарядный шокер X2",https://paralizator.com.ua/strelyayushchiy-elektroshoker-x2-usa,"Стреляющие электрошокеры",1,data/images_original/image/catalog/fototovarov/streljajuschie/tazer-h2/taser_x2-1.jpg
"Стреляющий шокер Bolt",https://paralizator.com.ua/strelyayushchiy-shoker-bolt-usa,"Стреляющие электрошокеры",5,"data/images_original/image/catalog/fototovarov/streljajuschie/bolt/elektroshoker-taser-bolt-1.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/bolt/elektroshoker-taser-bolt-2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/bolt/elektroshoker-taser-bolt-3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/bolt/elektroshoker-taser-bolt-4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/bolt/elektroshoker-taser-bolt-5.jpg"
"Стреляющий шокер Phazzer",https://paralizator.com.ua/strelyayushchiy-shoker-phazzer,"Стреляющие электрошокеры",7,"data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-elektroshoker-taser-1.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-shoker-taser-2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-shoker-taser-3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-shoker-taser-4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-shoker-taser-5.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-shoker-taser-6.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/taser/strelyayushij-elektroshoker-taser-7.jpg"
"Стреляющий шокер X26P",https://paralizator.com.ua/strelyayushchiy-shoker-x26p-usa,"Стреляющие электрошокеры",7,"data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-11.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-5.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-6.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/x26/elektroshoker-taser-x26p-7.jpg"
"Стреляющий шокер Phazzer Ultra",https://paralizator.com.ua/strelyayushij-elektroshoker-phazzer-ultra,"Стреляющие электрошокеры",6,"data/images_original/image/catalog/fototovarov/streljajuschie/phazzerultra/elektroshoker-phazzer-ultra.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerultra/elektroshoker-phazzer-ultra-2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerultra/elektroshoker-phazzer-ultra-3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerultra/elektroshoker-phazzer-ultra-4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerultra/elektroshoker-phazzer-ultra-5.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerultra/elektroshoker-phazzer-ultra-6.jpg"
"Стреляющий шокер Phazzer Eagle",https://paralizator.com.ua/strelyayushij-shoker-phazzer-eagle,"Стреляющие электрошокеры",11,"data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_0.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_5.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_6.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_7.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_8.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_9.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_10.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/eagle/phazzer_eagle_11.jpg"
"Стреляющий шокер Phazzer X1",https://paralizator.com.ua/strelyayushij-shoker-phazzer-x1,"Стреляющие электрошокеры",11,"data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_00.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_2.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_3.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_4.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_5.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_6.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_7.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_8.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_9.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_10.jpg | data/images_original/image/catalog/fototovarov/streljajuschie/phazzerx1/phazzer_x1_11.jpg"
"Телескопическая дубинка шокер HY-X10 Police",https://paralizator.com.ua/teleskopicheskij-elektroshoker-dubinka-hy-x10-police,"Дубинки электрошокеры",7,"data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-0.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-6.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x10/elektroshoker-dubinka-x10-7.jpg"
"Электрошокер YT-10 Police (США)",https://paralizator.com.ua/teleskopicheskiy-elektroshoker-yt-10-police,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/yt-10/shoker-yt-10-police-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/yt-10/shoker-yt-10-police-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/yt-10/shoker-yt-10-police-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/yt-10/shoker-yt-10-police-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/yt-10/shoker-yt-10-police-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/yt-10/shoker-yt-10-police-6.jpg"
"Ультразвуковой отпугиватель собак ZF-853",https://paralizator.com.ua/ultrazvukovoj-otpugivatel-zf-851,"Ультразвуковые отпугиватели собак",11,"data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_2.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_11.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_3.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_6.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_10.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_5.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_7.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_9.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_12.jpg | data/images_original/image/catalog/uzotpugivateli/zf853/otpugivatel_zf853_8.jpg"
